ticker,date,coname,exec,dep_code,tenure_no,year,gvkey
ARW,6/1/1999,ARROW ELECTRONICS INC,Stephen P. Kaufman,3,1,1999,1773
ADSK,2/8/2017,AUTODESK INC,Carl Bass,4,1,2017,1878
ADP,11/9/2011,AUTOMATIC DATA PROCESSING,Gary C. Butler,4,1,2011,1891
AVT,7/11/2016,AVNET INC,Richard P. Hamada,3,1,2016,1919
AVP,4/22/2012,AVON PRODUCTS,Andrea Jung,3,1,2012,1920
AVP,2/5/2018,AVON PRODUCTS,Sherilyn S. D. McCoy,3,1,2018,1920
BHI,1/28/2000,BAKER HUGHES INC,Max L. Lukens,3,1,2000,1976
BOL,1/31/1996,BAUSCH & LOMB HLDGS -REDH,Daniel E. Gill,4,1,1996,2085
BAX,4/26/2004,BAXTER INTERNATIONAL INC,Harry M. Jansen Kraemer Jr.,3,1,2004,2086
VZ,9/25/2004,BELL INDUSTRIES INC,Tracy A. Edwards,3,1,2004,2138
BBY,4/9/2012,BEST BUY CO INC,Brian J. Dunn,4,1,2012,2184
SVNT,1/1/2011,SAVIENT PHARMACEUTICALS INC,Paul R. Hamelin R.Ph.,3,1,2011,2222
BIIB,12/22/1998,BIOGEN INC-OLD,James R. Tobin,3,1,1998,2226
BIIB,6/8/2010,BIOGEN INC-OLD,James C. Mullen,3,1,2010,2226
SERV,11/20/2007,BLOCK H & R INC,Mark A. Ernst,3,1,2007,2269
BA,12/1/2003,BOEING CO,Philip M. Condit,3,1,2003,2285
BA,3/6/2005,BOEING CO,Harry C. Stonecipher,4,1,2005,2285
BA,12/23/2019,BOEING CO,Dennis A. Muilenburg,3,1,2019,2285
BMY,9/12/2006,BRISTOL-MYERS SQUIBB CO,Peter R. Dolan,4,1,2006,2403
CDI,10/1/2001,CDI CORP,Allen M. Levantin,3,1,2001,2538
CDI,3/1/2014,CDI CORP,H. Paulett Eberhart,3,1,2014,2538
CDI,9/16/2016,CDI CORP,Scott Freidheim,3,1,2016,2538
CSX,3/6/2017,CSX CORP,Michael Jon Ward,3,1,2017,2574
CPB,3/22/2000,CAMPBELL SOUP CO,Dale F. Morrison,3,1,2000,2663
CPB,7/31/2011,CAMPBELL SOUP CO,Douglas R. Conant,3,1,2011,2663
CPB,5/18/2018,CAMPBELL SOUP CO,Denise Mullen Morrison,3,1,2018,2663
CAH,1/1/2018,CARDINAL HEALTH INC,George S. Barrett,3,1,2018,2751
CNL,2/8/2017,CLECO CORP,Darren J. Olagues,4,1,2017,2859
CKP,5/3/2012,CHECKPOINT SYSTEMS INC,Robert P. Van Der Merwe,3,1,2012,2953
CVX,1/1/2018,CHEVRON CORP,John S. Watson,3,1,2018,2991
CBB,10/1/2002,CINCINNATI BELL INC,Richard G. Ellenberger,3,1,2002,3036
MGG,1/16/1998,MANDALAY RESORT GROUP,Clyde T. Turner,3,1,1998,3063
CLE,1/1/2012,CLAIRES STORES INC,Eugene S. Kahn,3,1,2012,3087
CLE,4/2/2014,CLAIRES STORES INC,James D. Fielding,3,1,2014,3087
CLE,5/5/2016,CLAIRES STORES INC,Beatrice Lafon,3,1,2016,3087
CLE,3/21/2019,CLAIRES STORES INC,Ronald Marshall,3,1,2019,3087
CLX,5/1/2006,CLOROX CO/DE,Gerald E. Johnston,3,1,2006,3121
KO,2/17/2000,COCA-COLA CO,M. Douglas Ivester,3,1,2000,3144
KO,4/30/2017,COCA-COLA CO,Muhtar Kent,3,1,2017,3144
C,11/4/2007,CITIGROUP INC,Charles Prince III,3,1,2007,3243
C,10/16/2012,CITIGROUP INC,Vikram Shankar Pandit,3,1,2012,3243
CAR,12/17/1997,AVIS BUDGET GROUP INC,Walter A. Forbes,4,1,1997,3278
CA,4/21/2004,CA INC,Sanjay Kumar,4,1,2004,3310
CSC,9/11/2019,DXC TECHNOLOGY COMPANY,John Michael Lawrie,3,1,2019,3336
CAG,4/6/2015,CONAGRA BRANDS INC,Gary M. Rodkin,3,1,2015,3362
CMS,5/24/2002,CMS ENERGY CORP,William T. McCormick Jr.,4,1,2002,3439
CTB,8/31/2016,COOPER TIRE & RUBBER CO,Roy V. Armes,3,1,2016,3502
DAN,1/31/2008,DANA INC,Michael J. Burns,3,1,2008,3734
DAN,1/1/2009,DANA INC,Gary L. Convis,4,1,2009,3734
TGT,5/1/2008,TARGET CORP,Robert J. Ulrich,3,1,2008,3813
TGT,5/5/2014,TARGET CORP,Gregg W. Steinhafel,3,1,2014,3813
DPL,12/31/1996,DPL INC,Peter H. Forster,4,1,1996,3814
DPL,5/16/2004,DPL INC,Stephen F. Koziar Jr.,4,1,2004,3814
DAL,1/1/2004,DELTA AIR LINES INC,Leo F. Mullin,3,1,2004,3851
DLX,5/1/1995,DELUXE CORP,Harold V. Haverty,3,1,1995,3863
ATGE,5/24/2016,ADTALEM GLOBAL EDUCATION INC,Daniel M. Hamburger,4,1,2016,3905
VTS,7/24/2000,VERITAS DGC INC,Richard C. White,3,1,2000,3949
DG,11/11/2002,DOLLAR GENERAL CORP,Cal Turner Jr.,3,1,2002,4016
DCI,4/1/2015,DONALDSON CO INC,William M. Cook,3,1,2015,4036
ASNA,1/24/2015,ASCENA RETAIL GROUP INC,Michael W. Rayden,3,1,2015,4072
ASNA,5/1/2019,ASCENA RETAIL GROUP INC,David R. Jaffe,3,1,2019,4072
DUK,11/1/2003,DUKE ENERGY CORP,Richard B. Priory,3,1,2003,4093
DNB,2/12/2018,DUN & BRADSTREET CORP,Robert P. Carrigan,3,1,2018,4094
ELMG,11/1/2009,EMS TECHNOLOGIES INC,Paul B. Domorski,3,1,2009,4279
EFX,9/26/2017,EQUIFAX INC,Richard F. Smith,3,1,2017,4423
FSS,12/1/2003,FEDERAL SIGNAL CORP,Joseph J. Ross,4,1,2003,4608
FSS,12/11/2007,FEDERAL SIGNAL CORP,Robert D. Welding,3,1,2007,4608
FSS,11/1/2010,FEDERAL SIGNAL CORP,William H. Osborne,3,1,2010,4608
FOE,11/13/2012,FERRO CORP,James F. Kirsch,3,1,2012,4622
FITB,4/17/2007,FIFTH THIRD BANCORP,George A. Schaefer Jr.,3,1,2007,4640
RF,3/31/2010,REGIONS FINANCIAL CORP,C. Dowd Ritter,3,1,2010,4674
F,10/30/2001,FORD MOTOR CO,Jacques A. Nasser,3,1,2001,4839
F,5/22/2017,FORD MOTOR CO,Mark Fields,3,1,2017,4839
FST,9/12/2012,FOREST OIL CORP -OLD,H. Craig Clark,3,1,2012,4844
BEN,12/31/2003,FRANKLIN RESOURCES INC,Charles B. Johnson,4,1,2003,4885
FCX,1/1/1998,FREEPORT MCMORAN INC,Rene L. Latiolais,4,1,1998,4895
GATX,4/22/2005,GATX CORP,Ronald H. Zech,3,1,2005,4941
GPS,9/1/2002,GAP INC,Millard S. Drexler,3,1,2002,4990
GPS,1/22/2007,GAP INC,Paul S. Pressler,3,1,2007,4990
AJRD,6/1/2015,AEROJET ROCKETDYNE HOLDINGS,Scott J. Seymour,3,1,2015,5018
GE,7/31/2017,GENERAL ELECTRIC CO,Jeffrey R. Immelt,3,1,2017,5047
GE,10/1/2018,GENERAL ELECTRIC CO,John L. Flannery,3,1,2018,5047
GM,3/29/2009,GENERAL MOTORS CO,G. Richard Wagoner Jr.,3,1,2009,5073
SPXC,10/19/1995,SPX CORP,Edmund M. Carpenter,3,1,1995,5087
SPXC,12/8/2004,SPX CORP,John B. Blystone,3,1,2004,5087
GRB,11/29/2001,GERBER SCIENTIFIC INC,Michael J. Cheshire,3,1,2001,5142
GEF,10/31/2015,GREIF INC -CL A,David B. Fischer,3,1,2015,5338
HSC,2/24/2012,HARSCO CORP,Salvatore D. Fazzolari CPA CPA CISA,3,1,2012,5496
KHC,4/30/1998,KRAFT HEINZ CO,Anthony J.F. O'Reilly,3,1,1998,5568
KHC,6/25/2019,KRAFT HEINZ CO,Bernardo Vieira Hees,3,1,2019,5568
HPC,10/17/2000,HERCULES INC,Vincent J. Corbo,3,1,2000,5589
HSY,11/30/2007,HERSHEY CO,Richard H. Lenny,3,1,2007,5597
HPQ,2/8/2005,HP INC,Carleton S. Fiorina,3,1,2005,5606
HPQ,1/1/2010,HP INC,Mark Vincent Hurd,4,1,2010,5606
HPQ,1/1/2011,HP INC,Leo Apotheker,3,1,2011,5606
HRC,5/11/2005,HILL-ROM HOLDINGS INC,Frederick W. Rockwood,3,1,2005,5639
HD,1/2/2007,HOME DEPOT INC,Robert L. Nardelli,3,1,2007,5680
CNP,9/30/2002,CENTERPOINT ENERGY INC,R. Steve Letbetter,3,1,2002,5742
AEGN,5/5/2014,AEGION CORP,J. Joseph Burgess,3,1,2014,5978
INTC,6/21/2018,INTEL CORP,Brian M. Krzanich,4,1,2018,6008
IFF,12/14/1999,INTL FLAVORS & FRAGRANCES,Eugene P. Grisanti,3,1,1999,6078
IP,10/31/2003,INTL PAPER CO,John T. Dillon,3,1,2003,6104
IRF,10/1/2007,INTL RECTIFIER CORP,"Alexander Lidow, Ph.D.",3,1,2007,6109
IRF,10/1/2007,INTL RECTIFIER CORP,Alexander Lidow Ph.D.,4,2,2007,6109
IVC,7/31/2014,INVACARE CORP,Gerald B. Blouch,3,1,2014,6158
EMC,3/1/1998,IOMEGA CORP,Kim B. Edwards,4,1,1998,6169
SSCC,1/4/2002,SMURFIT-STONE CONTAINER CORP,Ray M. Curran,3,1,2002,6242
JNJ,4/26/2012,JOHNSON & JOHNSON,William C. Weldon,3,1,2012,6266
JCI,9/1/2017,JOHNSON CONTROLS INTL PLC,Alex A. Molinaroli,4,1,2017,6268
SHLD,3/21/1995,SEARS HOLDINGS CORP,Joseph E. Antonini,3,1,1995,6307
SHLD,3/11/2002,SEARS HOLDINGS CORP,Charles C. Conaway,4,1,2002,6307
SHLD,2/1/2008,SEARS HOLDINGS CORP,Aylwin B. Lewis,3,2,2008,6307
SHLD,2/24/2011,SEARS HOLDINGS CORP,William Bruce Johnson,3,1,2011,6307
SHLD,10/15/2018,SEARS HOLDINGS CORP,Edward Scott Lampert,3,1,2018,6307
K,10/1/2017,KELLOGG CO,John A. Bryant,3,1,2017,6375
